Composite strain,Tensile stress
0.0,0.0
0.006145251396648045,11.060292383150836
0.01229050279329609,22.113629237394704
0.018435754189944135,33.153081292498605
0.02458100558659218,44.17177169644513
0.030726256983240226,55.16290197708362
0.03687150837988827,66.11977770787983
0.043016759776536316,77.03583378087019
0.04916201117318436,87.90465919140952
0.055307262569832406,98.72002124114448
0.06145251396648045,109.4758890678408
0.0675977653631285,120.16645641323423
0.07374301675977654,130.78616354295133
0.07988826815642458,141.32971823574758
0.08603351955307263,151.79211576282373
0.09217877094972068,162.1686577817939
0.09832402234636872,172.4549700739767
0.10446927374301676,182.6470190580471
0.11061452513966481,192.74112701770605
0.11675977653631286,202.73398598588028
0.1229050279329609,212.6226702330364
0.12905027932960894,222.4046473124627
0.135195530726257,232.077787620821
0.14134078212290505,241.64037243787402
0.14748603351955308,251.0911004150384
0.15363128491620112,260.42909248826567
0.15977653631284916,269.65389519670543
0.16592178770949723,278.7654823946213
0.17206703910614526,287.7642553500964
0.1782122905027933,296.6510412301576
0.18435754189944137,305.42708997803487
0.1905027932960894,314.09406959434654
0.19664804469273744,322.65405984002507
0.20279329608938548,331.10954438475517
0.20893854748603352,339.46340143056625
0.2150837988826816,347.71889284597773
0.22122905027932963,355.8796518517172
0.22737430167597766,363.94966930450136
0.23351955307262573,371.9332786306613
0.23966480446927377,379.8351394664905
0.2458100558659218,387.6602200670786
0.25195530726256987,395.4137785500392
0.2581005586592179,403.10134304494215
0.26424581005586595,410.72869082339133
0.270391061452514,418.30182648853406
0.276536312849162,425.8269593063449
0.2826815642458101,433.3104797642603
0.2888268156424581,440.7589354456625
0.29497206703910617,448.17900631129083
0.30111731843575423,455.5774794808993
0.30726256983240224,462.96122361036447
0.3134078212290503,470.33716296097685
0.3195530726256983,477.7122512588088
0.3256983240223464,485.09344544284704
0.33184357541899445,492.4876794009951
0.33798882681564246,499.90183779309893
0.34413407821229053,507.34273005981953
0.3502793296089386,514.8170647154749
0.3564245810055866,522.3314240219007
0.36256983240223467,529.8922391389435
0.36871508379888274,537.5057658453965
0.37486033519553075,545.1780609220385
0.3810055865921788,552.9149592859354
0.3871508379888268,560.7220519623243
0.3932960893854749,568.6046649772475
0.39944134078212296,576.5678392506143
0.40558659217877097,584.6163115656032
0.41173184357541903,592.754496686249
0.41787709497206704,600.9864706907226
0.4240223463687151,609.3159555832267
0.4301675977653632,617.7463052425987
0.4363128491620112,626.2804927606701
0.44245810055865925,634.921099218181
0.4486033519553073,643.6703039406241
0.4547486033519553,652.5298762708051
0.4608938547486034,661.5011688891783
0.46703910614525146,670.5851127071761
0.47318435754189947,679.7822133528107
0.47932960893854754,689.092549261815
0.48547486033519555,698.515771381531
0.4916201117318436,708.0511044886612
0.4977653631284917,717.6973501159088
0.5039106145251397,727.4528910764604
0.5100558659217878,737.3156975692268
0.5162011173184358,747.2833348417942
0.5223463687150839,757.3529723821595
0.5284916201117319,767.5213946045433
0.5346368715083799,777.7850129889453
0.540782122905028,788.1398796286071
0.546927374301676,798.5817021342416
0.553072625698324,809.105859838761
0.5592178770949721,819.7074212413257
0.5653631284916202,830.3811626248615
0.5715083798882682,841.1215877767555
0.5776536312849162,851.9229487382878
0.5837988826815643,862.7792675044568
0.5899441340782123,873.6843585922828
0.5960893854748603,884.6318523923867
0.6022346368715085,895.6152192156877
0.6083798882681565,906.6277939444352
0.6145251396648045,917.6628011945173
0.6206703910614526,928.7133808940482
0.6268156424581006,939.7726141816685
0.6329608938547486,950.8335495267935
0.6391061452513966,961.8892289731912
0.6452513966480448,972.9327144068209
0.6513966480446928,983.9571137487603
0.6575418994413408,994.9556069743442
0.6636871508379889,1005.9214718602778
0.6698324022346369,1016.8481093625305
0.6759776536312849,1027.7290685292005
0.682122905027933,1038.5580708542966
0.6882681564245811,1049.3290339805008
0.6944134078212291,1060.0360946614244
0.7005586592178772,1070.6736308966715
0.7067039106145252,1081.2362831561445
0.7128491620111732,1091.7189746134682
0.7189944134078213,1102.1169303121408
0.7251396648044693,1112.4256951920604
0.7312849162011174,1122.6411509083725
0.7374301675977655,1132.7595313791398
0.7435754189944135,1142.7774370031432
0.7497206703910615,1152.6918474941322
0.7558659217877095,1162.5001332830843
0.7620111731843576,1172.20006544541
0.7681564245810056,1181.7898241156447
0.7743016759776536,1191.2680053578447
0.7804469273743018,1200.6336264657582
0.7865921787709498,1209.886129672763
0.7927374301675978,1219.0253842575582
0.7988826815642459,1228.051687037667
0.8050279329608939,1236.9657612488836
0.8111731843575419,1245.7687538148978
0.81731843575419,1254.4622310174009
0.8234636871508381,1263.0481725830246
0.8296089385474861,1271.5289642094272
0.8357541899441341,1279.9073885587584
0.8418994413407822,1288.186614752483
0.8480446927374302,1296.3701864072434
0.8541899441340782,1304.4620082569152
0.8603351955307263,1312.4663314113643
0.8664804469273744,1320.38773730756
0.8726256983240224,1328.2311204136265
0.8787709497206705,1336.001669751135
0.8849162011173185,1343.7048493053867
0.8910614525139665,1351.3463773976516
0.8972067039106146,1358.932205097228
0.9033519553072626,1366.4684937548277
0.9094972067039107,1373.9615917421015
0.9156424581005588,1381.4180104851218
0.9217877094972068,1388.8443998822927
0.9279329608938548,1396.2475231995008
0.9340782122905029,1403.6342315372788
0.9402234636871509,1411.0114379663682
0.9463687150837989,1418.386091429338
0.952513966480447,1425.7651505067734
0.9586592178770951,1433.155557147082
0.9648044692737431,1440.5642104590884
0.9709497206703911,1447.99794066636
0.9770949720670392,1455.463483321587
0.9832402234636872,1462.9674538783702
0.9893854748603352,1470.516322716403
0.9955307262569834,1478.1163907143496
1.0016759776536313,1485.773765462616
1.0078212290502795,1493.4943382058384
1.0139664804469275,1501.283761602115
1.0201117318435755,1509.1474283829646
1.0262569832402235,1517.0904509945578
1.0324022346368715,1525.1176422970946
1.0385474860335195,1533.2334973951806
1.0446927374301678,1541.4421766678063
1.0508379888268158,1549.7474900619857
